,names,main_category,keywords,ratings
316,오두산성,랜드마크,역사적인 장소,4.17
317,국청사,랜드마크,신성한 & 종교적인 장소,5.0
318,원주 강원감영,랜드마크,역사적인 장소 건축물,4.3
319,천동 동굴,자연 / 공원,동굴,4.58
320,타임앤블레이드 박물관,박물관,전문 박물관,3.5
321,국립 서울 현충원,랜드마크,묘지,4.66
322,쥬디스 태화,쇼핑,쇼핑몰,4.31
323,통영수산과학관,박물관,과학박물관,4.42
324,서울 광장,랜드마크,즐길거리 & 랜드마크,4.43
325,국립대구과학관,박물관,과학박물관 어린이 박물관,5.0
326,화방사,랜드마크,신성한 & 종교적인 장소,4.5
327,충익사,랜드마크,신성한 & 종교적인 장소,5.0
328,부산 아시아드 주 경기장,랜드마크,아레나 & 경기장,4.4
329,뮤지엄 다,박물관,전문 박물관 아트뮤지엄,4.62
330,영취산,자연 / 공원,산 자연 & 야생동물 서식지 하이킹 트레일,4.5
331,뚝섬 한강공원 수영장,자연 / 공원,공원,4.6
332,안동민속박물관,박물관,전문 박물관,4.48
333,행남해안산책로,랜드마크,경관이 좋은 산책로,4.77
334,대청댐물문화관,박물관,전문 박물관,4.6
335,세븐럭카지노 강북힐튼점,카지노 / 도박장,카지노,4.08
336,안계성당,랜드마크,즐길거리 & 랜드마크,4.5
337,무열왕릉,랜드마크,역사적인 장소,4.54
338,백제 불교 최초 도래지,랜드마크,역사적인 장소,4.17
339,Gangneung Museum of Art,박물관,아트뮤지엄,4.5
340,남원향교,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.5
341,유관순열사기념관,랜드마크,역사적인 장소,5.0
342,교동제비집,여행자 자료,관광센터 즐길거리 & 랜드마크,4.5
343,평화의 소녀상,랜드마크,기념비 및 동상,5.0
344,금강철새조망대,랜드마크,전망대 & 타워,4.79
345,서도역,랜드마크,즐길거리 & 랜드마크,4.67
346,화명수목원,자연 / 공원,가든,4.75
347,청간정,랜드마크,역사적인 장소 건축물,4.5
348,백련사,랜드마크,신성한 & 종교적인 장소,5.0
349,지니어스 로사이,랜드마크,즐길거리 & 랜드마크,4.76
350,롯데몰 - 수지점,쇼핑,쇼핑몰,4.5
351,코코몽 에코 파크,워터파크 & 놀이공원,테마 파크,4.67
352,안동 군자마을,기타,인근 지역,4.64
353,봉선사,랜드마크,신성한 & 종교적인 장소,4.33
354,평화의 소녀상,랜드마크,기념비 및 동상,5.0
355,사천 바다 케이블카,교통편,전차,5.0
356,진해 드림 파크,자연 / 공원,공원,4.65
357,청풍호 관광 모노레일,투어,,4.5
358,운현궁,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.51
359,응봉산,자연 / 공원,산,4.76
360,능내역 - 폐역,랜드마크,즐길거리 & 랜드마크,4.5
361,공룡체험전시관,박물관,전문 박물관,4.0
362,김영갑 갤러리 두모악,박물관,아트뮤지엄,4.78
363,온천천 시민공원,즐길거리 / 게임,물길 바이크 트레일 공원  더 보기,4.6
364,해운정사,랜드마크,즐길거리 & 랜드마크 신성한 & 종교적인 장소,4.75
365,금남로공원,자연 / 공원,공원,4.25
366,상록수공원,자연 / 공원,공원,4.0
367,연곡해변,자연 / 공원,해변,4.5
368,메세나폴리스몰,쇼핑,쇼핑몰,4.43
369,하늘물빛정원,자연 / 공원,물길 가든,4.79
370,꽃시계,자연 / 공원,공원 가든,4.6
371,동촌유원지,자연 / 공원,물길 즐길거리 & 랜드마크 공원,5.0
372,김대중컨벤션센터,여행자 자료,컨퍼런스 & 컨벤션 센터,4.58
373,위양지,자연 / 공원,물길,5.0
374,관방제림,랜드마크,경관이 좋은 산책로,4.53
375,마량포구,랜드마크,경관이 좋은 산책로,4.38
376,라페스타,쇼핑,쇼핑몰,4.28
377,따라비 오름,자연 / 공원,산,4.88
378,안산자락길,야외 활동,조깅로 & 트랙,4.85
379,충주커피박물관,박물관,전문 박물관,4.5
380,계명산자연휴양림,자연 / 공원,산림,4.5
381,한양도성박물관,박물관,역사박물관,4.63
382,연세대학교 글로벌캠퍼스,랜드마크,대학 & 학교,4.25
383,인천 개항 박물관,박물관,역사박물관,5.0
384,이중섭 거리,랜드마크,즐길거리 & 랜드마크,4.25
385,명동지하상가,쇼핑,쇼핑몰,4.29
386,평화의 소녀상,랜드마크,기념비 및 동상,4.8
387,신매시장,쇼핑,벼룩시장 & 재래시장,4.5
388,영랑생가,랜드마크,역사적인 장소 즐길거리 & 랜드마크 교육적인 장소,4.75
389,국립부산국악원,콘서트 & 쇼,극장,4.75
390,대불공원,자연 / 공원,유서 깊은 산책로 공원,4.5
391,음성 큰바위얼굴 조각공원,자연 / 공원,공원,4.12
392,금성산성,랜드마크,역사적인 장소,5.0
393,열쇠전망대,랜드마크,전망대 & 타워,5.0
394,남동아시아드럭비경기장,랜드마크,아레나 & 경기장,4.5
395,새마을운동발상지 기념관,박물관,역사박물관,4.5
396,한국 근대 문학관,박물관,전문 박물관,4.75
397,광주남구문화예술회관,박물관,아트갤러리,4.0
398,동아백화점 쇼핑점,쇼핑,백화점,4.5
399,비진도 해수욕장,자연 / 공원,해변,4.67
400,소호 동동다리,랜드마크,브리지,4.5
401,국기원,박물관,전문 박물관 스포츠 컴플렉스,4.71
402,문화역서울 284,박물관,전문 박물관 역사적인 장소,4.44
403,개태사,랜드마크,역사적인 장소 신성한 & 종교적인 장소,4.5
404,아산그린타워,랜드마크,전망대 & 타워,4.25
405,평화의 소녀상,랜드마크,기념비 및 동상,5.0
406,고운바다길분수,랜드마크,분수대,4.25
407,북구 빙상센타,즐길거리 / 게임,스포츠 컴플렉스,4.8
408,KBS 온,랜드마크,즐길거리 & 랜드마크,4.43
409,중문 마린파크 퍼시픽랜드,워터파크 & 놀이공원,테마 파크,4.52
410,신안갯벌센터 슬로시티센터,박물관,과학박물관,4.0
411,갑곶돈대,랜드마크,역사적인 장소 전쟁터 유적지,4.67
412,안중근의사 기념관,박물관,역사박물관,4.46
413,신성리 갈대밭,자연 / 공원,자연 & 야생동물 서식지 경관이 좋은 산책로,4.5
414,철암 탄광역사촌,기타,인근 지역 건축물 유령 마을,4.58
415,평화의소녀상,랜드마크,즐길거리 & 랜드마크 기념비 및 동상,5.0
416,충무공동상,랜드마크,즐길거리 & 랜드마크 기념비 및 동상 경관이 좋은 산책로,4.5
417,초지진,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.44
418,의상대,랜드마크,역사적인 장소 건축물,4.52
419,세빛섬,자연 / 공원,즐길거리 & 랜드마크 섬,4.48
420,양산타워,랜드마크,즐길거리 & 랜드마크 전망대 & 타워,4.57
421,소인국 테마 파크,워터파크 & 놀이공원,테마 파크,4.28
422,엑스포탁구장,즐길거리 / 게임,스포츠 컴플렉스,3.58
423,경의선숲길,자연 / 공원,공원,4.62
424,청도읍성,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.33
425,강릉아이스아레나,즐길거리 / 게임,스포츠 컴플렉스,4.5
426,대항전망대,랜드마크,전망대 & 타워,5.0
427,향호,자연 / 공원,물길,4.0
428,금정산,자연 / 공원,산 하이킹 트레일,4.67
429,중구생활사전시관,박물관,역사박물관,5.0
430,망양정,랜드마크,역사적인 장소 건축물,4.5
431,오키드타운식물원,자연 / 공원,가든,3.83
432,한밭교육박물관,박물관,전문 박물관,4.41
433,동굴 신비관,자연 / 공원,동굴,4.12
434,미즈사키 린타로 묘역,랜드마크,즐길거리 & 랜드마크 기념비 및 동상,4.17
435,좌동재래시장,쇼핑,벼룩시장 & 재래시장,4.5
436,신림봉,랜드마크,전망대,4.5
437,아모레퍼시픽미술관,박물관,전문 박물관 아트뮤지엄,4.75
438,피규어뮤지엄제주,박물관,전문 박물관,4.72
439,대구콘서트하우스,콘서트 & 쇼,극장,4.5
440,포항 스틸야드,랜드마크,아레나 & 경기장,4.58
441,맥도생태공원,자연 / 공원,공원,4.5
442,용연사,랜드마크,신성한 & 종교적인 장소,4.25
443,백인제가옥,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.84
444,문장대,자연 / 공원,하이킹 트레일,4.75
445,절두산 순교 성지,박물관,역사적인 장소 역사박물관,4.55
446,영랑호,자연 / 공원,물길,4.55
447,양재 시민 공원,자연 / 공원,공원,4.75
448,통고산자연휴양림,자연 / 공원,자연 & 야생동물 서식지 산림,4.75
449,고창 고인돌 박물관,박물관,역사박물관,4.57
450,독산성,랜드마크,역사적인 장소,4.5
451,라뜰리에,박물관,아트뮤지엄,4.64
452,별난 물건 박물관,박물관,전문 박물관,4.67
453,인천서구문화회관,랜드마크,즐길거리 & 랜드마크,4.0
454,화도진공원,자연 / 공원,공원,4.4
455,인천개항장 근대건축전시관,박물관,전문 박물관 역사박물관,5.0
456,평화의 소녀상,랜드마크,기념비 및 동상,5.0
457,밤원녹색농촌체험마을,기타,인근 지역,5.0
458,소선암 자연휴양림,자연 / 공원,산림,4.88
459,고삼호수,자연 / 공원,물길,4.88
460,춘향테마파크,워터파크 & 놀이공원,테마 파크,4.25
461,산음자연휴양림,자연 / 공원,산림,4.83
462,신안군 송도수산물유통센터,쇼핑,벼룩시장 & 재래시장,4.0
463,봉래산,자연 / 공원,산,4.58
464,풍암 저수지,자연 / 공원,물길,4.72
465,동대문성곽공원,자연 / 공원,즐길거리 & 랜드마크 유서 깊은 산책로 공원,4.64
466,스카이타워,랜드마크,전망대 & 타워,5.0
467,문암해변,자연 / 공원,해변,5.0
468,강화산성,랜드마크,역사적인 장소,4.64
469,순천기적의 도서관,여행자 자료,도서관,5.0
470,도림사,랜드마크,신성한 & 종교적인 장소,4.5
471,휴애리 자연 생활 공원,자연 / 공원,공원,4.54
472,보물섬마늘나라전시관,박물관,전문 박물관,4.5
473,세종탁구장,즐길거리 / 게임,스포츠 컴플렉스,4.5
474,관양탁구장,즐길거리 / 게임,스포츠 컴플렉스,4.5
475,경주버드파크,자연 / 공원,자연 & 야생동물 서식지,4.87
476,칠포해수욕장,자연 / 공원,해변,4.19
477,가천박물관,박물관,역사박물관,4.25
478,용인문화유적전시관,박물관,역사박물관,4.54
479,자연염색박물관,박물관,아트뮤지엄,4.25
480,수주팔봉,랜드마크,즐길거리 & 랜드마크 유서 깊은 산책로 경관이 좋은 산책로,5.0
481,통영한산대첩축제,이벤트,문화 이벤트,4.35
482,발효소스토굴,박물관,즐길거리 & 랜드마크 어린이 박물관,4.67
483,신세계백화점 충청점,쇼핑,백화점,4.75
484,40계단 문화관,박물관,역사박물관,4.22
485,제비봉,자연 / 공원,산,4.75
486,서초관광정보센터,여행자 자료,관광센터,4.97
487,조계산 도립공원,자연 / 공원,산,5.0
488,삼성산,자연 / 공원,산 자연 & 야생동물 서식지 하이킹 트레일,4.75
489,부산올림픽공원,자연 / 공원,공원,4.0
490,심은미술관,박물관,아트뮤지엄,4.75
491,목면시배유지,랜드마크,역사적인 장소 즐길거리 & 랜드마크,4.36
492,고은사진미술관,박물관,아트뮤지엄,4.75
493,개항장 역사문화의 거리,기타,역사적인 장소 인근 지역 즐길거리 & 랜드마크,4.5
494,영월서부시장,음식 / 음료,벼룩시장 & 재래시장 농산물 직거래 장터,5.0
495,삼탄아트마인,박물관,전문 박물관,4.57
496,이순신 대교,랜드마크,브리지,5.0
497,팔영산자연휴양림,자연 / 공원,산,4.67
498,충렬사,랜드마크,역사적인 장소 신성한 & 종교적인 장소,4.29
499,광덕사,랜드마크,신성한 & 종교적인 장소,4.58
500,파라다이스 카지노 워커힐,카지노 / 도박장,카지노,4.29
501,마리오 아울렛,쇼핑,팩토리 아울렛,4.41
502,흰 여울길,랜드마크,즐길거리 & 랜드마크 경관이 좋은 산책로,4.62
503,아세안문화원,박물관,전문 박물관,4.75
504,고기리유원지,자연 / 공원,계곡,4.21
505,외포항 젓갈수산시장,쇼핑,벼룩시장 & 재래시장,4.5
506,울산대교 전망대,랜드마크,전망대 & 타워,4.68
507,대림 미술관,박물관,아트뮤지엄,4.69
508,영담한지미술관,박물관,전문 박물관,5.0
509,평화의 소녀상,랜드마크,기념비 및 동상,4.67
510,아쿠아월드,워터파크 & 놀이공원,워터파크,4.33
511,마한교육문화회관,랜드마크,즐길거리 & 랜드마크,4.67
512,낙산 공공 미술,랜드마크,즐길거리 & 랜드마크,4.57
513,추사고택,랜드마크,역사적인 장소 건축물,4.88
514,서울풍물시장,쇼핑,벼룩시장 & 재래시장,4.21
515,세계 조가비 박물관,박물관,전문 박물관,4.77
516,남선공원종합체육관,즐길거리 / 게임,스포츠 컴플렉스,4.5
517,남원만복사지,랜드마크,신성한 & 종교적인 장소,4.5
518,순포습지,자연 / 공원,자연 & 야생동물 서식지,4.0
519,이천 세계 도자 센터,박물관,전문 박물관,4.75
520,신세계 백화점 센텀시티,쇼핑,백화점,4.48
521,미륵산,자연 / 공원,산 하이킹 트레일,4.66
522,성남 아트센터,랜드마크,즐길거리 & 랜드마크,4.62
523,관촉사,랜드마크,신성한 & 종교적인 장소,4.83
524,BIFF 광장,랜드마크,즐길거리 & 랜드마크,4.48
525,대관령 양떼목장,랜드마크,목장,4.57
526,대포해안주상절리대,자연 / 공원,지층 경관이 좋은 산책로,4.69
527,추암해수욕장,자연 / 공원,해변,4.78
528,오목대 이목대,랜드마크,역사적인 장소,4.52
529,대관령 삼양목장,랜드마크,목장,4.64
530,도라전망대,랜드마크,전망대 & 타워,4.55
531,제부도,자연 / 공원,섬,4.51
532,천주교 계산 주교좌 성당,랜드마크,신성한 & 종교적인 장소,4.61
533,성남중앙공원,자연 / 공원,공원,4.73
534,경화역 벚꽃길,랜드마크,즐길거리 & 랜드마크,4.75
535,담양 대나무축제,이벤트,문화 이벤트,4.71
536,수성못,자연 / 공원,물길,4.48
537,현대프리미엄아울렛 김포점,쇼핑,팩토리 아울렛,4.54
538,오션 700,워터파크 & 놀이공원,워터파크,4.49
539,갯골생태공원,자연 / 공원,공원,5.0
540,부산 지하철,교통편,대중교통 시스템,4.6
541,이화여자대학교,랜드마크,즐길거리 & 랜드마크 대학 & 학교,4.67
542,장태산자연휴양림,자연 / 공원,산림,4.85
543,차이나타운,랜드마크,즐길거리 & 랜드마크,4.33
544,삼성이노베이션뮤지엄,박물관,전문 박물관 과학박물관 교육적인 장소,4.76
545,안산M밸리록페스티벌,이벤트,음악 축제,4.6
546,남한산성 도립공원,자연 / 공원,역사적인 장소 공원,4.62
547,부산타워,랜드마크,전망대 & 타워,4.54
548,남부시장,쇼핑,벼룩시장 & 재래시장,4.47
549,송도 스카이워크,랜드마크,즐길거리 & 랜드마크 경관이 좋은 산책로,4.59
550,전등사,랜드마크,신성한 & 종교적인 장소,4.6
551,동대문 디자인 플라자,랜드마크,즐길거리 & 랜드마크 건축물,4.62
552,국제시장,쇼핑,벼룩시장 & 재래시장,4.42
553,신장 쇼핑몰,쇼핑,쇼핑몰,4.48
554,별마당 도서관,여행자 자료,도서관,4.69
555,덕유산 국립공원,자연 / 공원,국립공원,4.61
556,세화 해수욕장,자연 / 공원,해변,4.72
557,이호테우해변,자연 / 공원,해변,4.47
558,광장시장,쇼핑,즐길거리 & 랜드마크 벼룩시장 & 재래시장,4.58
559,용인대장금파크,워터파크 & 놀이공원,테마 파크,4.63
560,금능해수욕장,자연 / 공원,해변,4.72
561,러브뮤지엄,박물관,전문 박물관,4.78
562,삼광사,랜드마크,즐길거리 & 랜드마크,4.7
563,국립경주박물관,박물관,전문 박물관,4.73
564,천리포수목원,자연 / 공원,가든,4.82
565,가평레일파크,투어,,4.64
566,사려니숲길,자연 / 공원,하이킹 트레일,4.75
567,무창포 해수욕장,자연 / 공원,해변,4.75
568,아인스월드,워터파크 & 놀이공원,테마 파크,4.46
569,거제포로수용소유적공원,박물관,군사 박물관 즐길거리 & 랜드마크,4.43
570,서울숲,즐길거리 / 게임,공원 놀이터,4.73
571,삼막사계곡,자연 / 공원,계곡,4.65
572,경포대,랜드마크,역사적인 장소,4.69
573,신륵사,랜드마크,신성한 & 종교적인 장소,4.58
574,나리공원,자연 / 공원,공원,4.38
575,보령머드축제,이벤트,문화 이벤트,4.6
576,인천 상륙 작전 기념관,박물관,기념비 및 동상 역사박물관,4.5
577,담양 죽녹원,자연 / 공원,공원 산림,4.64
578,강화평화전망대,랜드마크,전망대 & 타워,4.63
579,진주성,랜드마크,역사적인 장소 성,4.68
580,정동심곡 바다부채길,자연 / 공원,하이킹 트레일 경관이 좋은 산책로,4.95
581,의정부 부대찌개 거리,기타,인근 지역,4.69
582,산청 한방약초축제,이벤트,문화 이벤트,4.67
583,제주 중앙지하상가,쇼핑,쇼핑몰,4.22
584,월미 공원,자연 / 공원,공원,4.61
585,지리산 국립 공원,자연 / 공원,국립공원,4.9
586,시흥 프리미엄 아울렛,쇼핑,팩토리 아울렛,4.5
587,천지연 폭포,자연 / 공원,폭포,4.55
588,월미도,자연 / 공원,섬,4.52
589,대부바다향기테마파크,자연 / 공원,즐길거리 & 랜드마크 공원,4.83
590,오륙도 스카이워크,랜드마크,전망대 & 타워,4.51
591,대관령 하늘목장,랜드마크,즐길거리 & 랜드마크,4.61
592,자만벽화마을,기타,인근 지역 즐길거리 & 랜드마크,4.34
593,여의도 한강공원,자연 / 공원,공원,4.74
594,한라 수목원,자연 / 공원,공원,4.6
595,월영교,랜드마크,브리지,4.65
596,정선레일바이크,투어,,4.74
597,각원사,랜드마크,신성한 & 종교적인 장소,4.75
598,촛대 바위,자연 / 공원,지층,4.74
599,삼성미술관 리움,박물관,아트뮤지엄,4.69
600,춘천 명동거리,기타,인근 지역,4.44
601,허브 아일랜드,자연 / 공원,가든,4.51
602,광복로 문화 패션 거리,기타,인근 지역,4.54
603,호미곶 해맞이 광장,랜드마크,즐길거리 & 랜드마크,4.49
604,김녕 성세기 해변,자연 / 공원,해변,4.81
605,충주 세계 무술공원,자연 / 공원,공원,4.72
606,고성 통일 전망대,박물관,관측소 & 천체투영관,4.52
607,테디베어 박물관 제주,박물관,전문 박물관,4.44
608,맹종죽테마공원,자연 / 공원,공원 산림,4.49
609,상원사,랜드마크,신성한 & 종교적인 장소,4.81
610,공산성,랜드마크,역사적인 장소,4.62
611,대천 해수욕장,자연 / 공원,해변,4.52
612,별빛정원 우주,랜드마크,즐길거리 & 랜드마크,4.62
613,SEA LIFE 부산 아쿠아리움,동물원 & 수족관,수족관,4.44
614,전주향교,랜드마크,역사적인 장소,4.52
615,서울스카이,랜드마크,전망대 & 타워,4.67
616,통도사,랜드마크,신성한 & 종교적인 장소,4.77
617,롯데백화점부산본점,쇼핑,백화점,4.52
618,용주사,랜드마크,신성한 & 종교적인 장소,4.65
619,우도등대공원,자연 / 공원,전망대 공원,4.71
620,용두산 공원,자연 / 공원,즐길거리 & 랜드마크 공원,4.46
621,국립 과천 과학관,박물관,과학박물관 관측소 & 천체투영관,4.77
622,용머리 해안,자연 / 공원,해변,4.76
623,현대프리미엄아울렛 송도점,쇼핑,팩토리 아울렛,4.53
624,소양호,자연 / 공원,페리 댐,4.55
625,플레이케이팝,박물관,전문 박물관 테마 파크,4.73
626,대전시립미술관,박물관,아트뮤지엄,4.67
627,통복시장,쇼핑,벼룩시장 & 재래시장,4.5
628,김포 장릉,랜드마크,역사적인 장소,4.73
629,제3 땅굴,랜드마크,역사적인 장소,4.54
630,물향기수목원,자연 / 공원,자연 & 야생동물 서식지,4.73
631,양주시립장욱진미술관,박물관,아트뮤지엄,4.83
632,오이도 빨강등대,랜드마크,등대,4.5
633,전주 월드컵 경기장,랜드마크,아레나 & 경기장,4.53
634,화담숲,박물관,전문 박물관 가든,4.79
635,풍남문,랜드마크,역사적인 장소,4.38
636,스타필드 하남,쇼핑,쇼핑몰,4.67
637,평화의 소녀상,랜드마크,기념비 및 동상,5.0
638,디아크,랜드마크,즐길거리 & 랜드마크,4.49
639,캠프 보니파스,랜드마크,군사 기지 및 시설,4.78
640,오두산통일전망대,랜드마크,전망대 & 타워,4.58
641,덕수궁,랜드마크,역사적인 장소 즐길거리 & 랜드마크 건축물,4.61
642,부산불꽃축제,이벤트,특정 시즌 폭죽놀이,4.78
643,우리꽃 식물원,자연 / 공원,가든,4.76
644,여의도 공원,자연 / 공원,공원,4.68
645,전주동물원,동물원 & 수족관,동물원,4.4
646,세미원,자연 / 공원,가든 경관이 좋은 산책로,4.69
647,봉포해변,자연 / 공원,해변,4.75
648,인천공항 자기부상열차,교통편,대중교통 시스템,4.59
649,하슬라 아트 월드,박물관,전문 박물관,4.63
650,제이드가든 수목원,자연 / 공원,공원 가든,4.69
651,부천중앙공원,자연 / 공원,공원,4.74
652,해인사,랜드마크,역사적인 장소 신성한 & 종교적인 장소,4.74
653,제주 민속자연사 박물관,박물관,역사박물관,4.48
654,산사원,박물관,전문 박물관,4.82
655,화성행궁,랜드마크,역사적인 장소,4.56
656,부전시장,쇼핑,벼룩시장 & 재래시장,4.55
657,곽지해수욕장,자연 / 공원,해변,4.68
658,청평사,랜드마크,신성한 & 종교적인 장소,4.65
659,보성 녹차밭 대한 다원,자연 / 공원,산림 농장,4.69
660,한려 해상 국립공원,자연 / 공원,국립공원,4.75
661,석불사,랜드마크,즐길거리 & 랜드마크,4.74
662,보문사,랜드마크,신성한 & 종교적인 장소,4.67
663,태백산 국립공원,자연 / 공원,국립공원,4.77
664,동구릉,랜드마크,역사적인 장소,4.65
665,코리아인터내셔널스키스쿨,강좌 & 워크숍,스포츠 캠프 & 클리닉,4.95
666,동탄 센트럴 파크,자연 / 공원,공원,4.93
667,꽃지해수욕장,자연 / 공원,해변,4.45
668,태안해안 국립공원,자연 / 공원,국립공원,4.79
669,울산 대공원,자연 / 공원,공원,4.73
670,제주시 민속 오일시장,쇼핑,벼룩시장 & 재래시장,4.6
671,융릉과 건릉,랜드마크,역사적인 장소,4.61
672,부소산성,랜드마크,역사적인 장소,4.68
673,주문진항,랜드마크,부두 & 보드워크,4.52
674,파주 프리미엄 아울렛,쇼핑,팩토리 아울렛,4.46
675,원주 소금산 출렁다리,랜드마크,브리지,4.66
676,고수 동굴,자연 / 공원,동굴,4.59
677,대구 미술관,박물관,아트뮤지엄,4.72
678,학인당,랜드마크,즐길거리 & 랜드마크,4.72
679,올림픽 공원,즐길거리 / 게임,스포츠 컴플렉스 공원,4.68
